,loss,accuracy,val_loss,val_accuracy
0,1.5299694538116455,0.29333436489105225,1.0991467237472534,0.3131188154220581
1,1.1002322435379028,0.31977370381355286,1.098791241645813,0.32549506425857544
2,1.0992779731750488,0.32235223054885864,1.0984814167022705,0.32549506425857544
3,1.0994226932525635,0.33235836029052734,1.0984292030334473,0.32549506425857544
4,1.1000972986221313,0.3302801847457886,1.0984289646148682,0.32549506425857544
5,1.0990772247314453,0.33466747403144836,1.0984519720077515,0.32549506425857544
6,1.098902702331543,0.3020320236682892,1.0984230041503906,0.32549506425857544
7,1.099007248878479,0.22105911374092102,1.0983763933181763,0.35396039485931396
8,1.0990334749221802,0.23121921718120575,1.0983332395553589,0.35396039485931396
9,1.0989848375320435,0.23245073854923248,1.098354458808899,0.35396039485931396
